stroke_id,stroke_type,start_frame,contact_frame,end_frame,camera_angle,player_handedness
0,backhand_smash,7,13,17,side,right
1,backhand_smash,36,42,46,side,right
2,backhand_smash,65,71,74,side,right
3,backhand_smash,93,101,105,side,right
4,backhand_smash,123,129,133,side,right
5,backhand_smash,151,157,161,side,right
6,backhand_smash,180,187,191,side,right
7,backhand_smash,209,216,220,side,right
8,backhand_smash,238,245,249,side,right
9,backhand_smash,267,274,278,side,right
10,backhand_smash,297,303,307,side,right
11,backhand_smash,325,331,335,side,right
12,backhand_smash,354,361,365,side,right
13,backhand_smash,383,390,394,side,right
14,backhand_smash,412,419,423,side,right
15,backhand_smash,441,447,451,side,right
16,backhand_smash,470,477,481,side,right
17,backhand_smash,499,504,508,side,right
18,backhand_smash,527,533,537,side,right
19,backhand_smash,555,561,565,side,right
20,backhand_smash,584,590,594,side,right
21,backhand_smash,610,618,622,side,right
22,backhand_smash,639,646,650,side,right
23,backhand_smash,667,674,678,side,right
24,backhand_smash,696,702,706,side,right
25,backhand_smash,723,731,735,side,right
26,backhand_smash,751,759,763,side,right
27,backhand_smash,776,786,790,side,right
28,backhand_smash,808,815,819,side,right
29,backhand_smash,836,843,847,side,right
30,backhand_smash,865,871,875,side,right
31,backhand_smash,894,900,904,side,right
32,backhand_smash,922,929,933,side,right
33,backhand_smash,949,957,961,side,right
34,backhand_smash,978,985,989,side,right
35,backhand_smash,1008,1014,1018,side,right
36,backhand_smash,1036,1042,1046,side,right
37,backhand_smash,1064,1071,1075,side,right
38,backhand_smash,1092,1099,1103,side,right
39,backhand_smash,1121,1128,1132,side,right
40,backhand_smash,1149,1156,1160,side,right
41,backhand_smash,1178,1184,1188,side,right
42,backhand_smash,1207,1213,1217,side,right
43,backhand_smash,1234,1241,1245,side,right
44,backhand_smash,1263,1270,1274,side,right
45,backhand_smash,1292,1298,1302,side,right
46,backhand_smash,1321,1327,1331,side,right
47,backhand_smash,1349,1356,1360,side,right
48,backhand_smash,1379,1384,1388,side,right
49,backhand_smash,1407,1412,1416,side,right
50,backhand_smash,1435,1441,1445,side,right
51,backhand_smash,1463,1469,1473,side,right
52,backhand_smash,1490,1497,1501,side,right
53,backhand_smash,1519,1526,1530,side,right
54,backhand_smash,1548,1555,1559,side,right
55,backhand_smash,1576,1583,1587,side,right
56,backhand_smash,1604,1611,1615,side,right
57,backhand_smash,1633,1639,1643,side,right
58,backhand_smash,1661,1668,1672,side,right
59,backhand_smash,1689,1696,1700,side,right
60,backhand_smash,1717,1724,1728,side,right
61,backhand_smash,1746,1753,1757,side,right
62,backhand_smash,1774,1982,1786,side,right
63,backhand_smash,1803,1810,1811,side,right
