stroke_id,stroke_type,start_frame,contact_frame,end_frame,camera_angle,player_handedness
0,forehand_smash,88,104,113,side,right
1,forehand_smash,127,133,140,side,right
2,forehand_chop,228,239,251,side,right
3,forehand_smash,266,276,289,side,right
4,serev,414,445,458,side,right
5,backhand_smash,504,512,520,side,right
6,serev,562,571,584,side,right
7,forehand_smash,824,834,846,side,right
8,serev,898,907,918,side,right
9,forehand_smash,927,937,946,side,right
10,serev,1003,1034,1041,side,right
11,forehand_smash,1060,1072,1078,side,right
12,forehand_smash,1185,1198,1211,side,right
13,backhand_smash,1293,1304,1313,side,right
14,serev,1354,1368,1384,side,right
15,forehand_smash,1397,1414,1424,side,right
16,serev,1484,1559,1570,side,right
17,backhand_smash,1579,1587,1593,side,right
18,backhand_smash,1694,1700,1709,side,right
19,forehand_smash,1759,1769,1782,side,right
20,serev,1823,1847,1861,side,right
21,backhand_smash,1966,1982,1984,side,right
22,forehand_smash,2118,2129,2142,side,right
23,backhand_smash,2245,2260,2276,side,right
24,backhand_smash,2293,2300,2314,side,right
25,forehand_smash,2352,2359,2373,side,right
26,forehand_smash,2454,2464,2483,side,right
27,serev,2568,2575,2585,side,right
28,forehand_smash,2603,2615,2625,side,right
29,backhand_smash,2642,2651,2661,side,right
30,forehand_smash,2671,2680,2689,side,right
31,forehand_smash,2700,2711,2725,side,right
32,forehand_smash,2736,2745,2754,side,right
33,serev,2861,2911,2927,side,right
34,backhand_smash,2939,2944,2958,side,right
35,backhand_smash,3000,3008,3018,side,right
36,serev,3150,3167,3183,side,right
37,forehand_smash,3197,3204,3214,side,right
38,backhand_smash,3270,3280,3290,side,right
39,forehand_smash,3402,3413,3422,side,right
40,serev,3584,3629,3634,side,right
41,forehand_smash,3650,3656,3669,side,right
42,forehand_smash,3673,3680,3691,side,right
43,forehand_smash,3697,3706,3716,side,right
44,serev,3768,3791,3804,side,right
45,forehand_smash,3938,3945,3957,side,right
46,backhand_smash,4129,4141,4148,side,right
47,forehand_smash,4202,4210,4215,side,right
48,forehand_smash,4300,4314,4320,side,right
49,serev,4349,4399,4415,side,right
50,backhand_smash,4426,4432,4440,side,right
51,backhand_smash,4454,4458,4471,side,right
52,forehand_smash,4560,4577,4582,side,right
53,serev,4719,4745,4764,side,right
54,forehand_smash,4767,4780,4789,side,right
55,backhand_smash,4810,4815,4823,side,right
56,serev,4868,4897,4904,side,right
57,forehand_smash,4923,4934,4941,side,right
58,backhand_smash,4951,4957,4966,side,right
59,forehand_smash,4974,4980,4986,side,right
60,forehand_smash,5155,5167,5176,side,right
61,forehand_smash,5184,5193,5198,side,right
62,forehand_chop,5324,5332,5340,side,right
63,serev,5385,5391,5398,side,right
64,forehand_smash,5504,5515,5527,side,right
65,forehand_smash,5543,5555,5563,side,right
66,backhand_smash,5580,5584,5592,side,right
67,forehand_smash,5606,5613,5619,side,right
68,serev,5803,5816,5827,side,right
69,forehand_smash,5919,5937,5947,side,right
70,forehand_smash,6046,6057,6066,side,right
71,backhand_smash,6085,6091,6099,side,right
72,forehand_smash,6109,6117,6124,side,right
73,backhand_smash,6175,6180,6189,side,right
74,backhand_smash,6198,6202,6210,side,right
75,backhand_smash,6225,6229,6237,side,right
76,serev,6308,6317,6328,side,right
77,backhand_chop,6391,6396,6402,side,right
78,forehand_smash,6445,6462,6468,side,right
79,serev,6518,6547,6559,side,right
80,backhand_smash,6577,6584,6595,side,right
81,forehand_chop,6618,6624,6632,side,right
82,forehand_smash,6665,6674,6684,side,right
83,forehand_chop,6802,6808,6818,side,right
84,forehand_smash,6829,6837,6844,side,right
85,forehand_smash,6886,6896,6905,side,right
86,serev,7071,7081,7096,side,right
87,backhand_smash,7111,7121,7130,side,right
88,backhand_smash,7136,7143,7155,side,right
89,serev,7216,7223,7238,side,right
90,forehand_smash,7283,7294,7304,side,right
91,serev,7730,7777,7786,side,right
92,backhand_smash,7802,7809,7827,side,right
93,backhand_smash,7844,7853,7861,side,right
94,backhand_smash,7874,7879,7890,side,right
95,forehand_chop,7909,7919,7933,side,right
96,backhand_smash,7990,8000,8013,side,right
97,serev,8276,8306,8320,side,right
98,forehand_smash,8338,8352,8362,side,right
99,backhand_smash,8384,8393,8402,side,right
100,forehand_smash,8409,8421,8430,side,right
101,serev,8462,8478,8490,side,right
102,backhand_chop,8501,8512,8522,side,right
103,backhand_smash,8536,8540,8557,side,right
104,backhand_smash,8628,8640,8652,side,right
105,backhand_smash,8667,8673,8683,side,right
106,forehand_chop,8697,8706,8714,side,right
107,forehand_smash,8732,8743,8754,side,right
108,forehand_smash,8757,8763,8773,side,right
109,backhand_smash,8781,8788,8801,side,right
110,serev,8826,8853,8867,side,right
111,backhand_smash,8884,8891,8899,side,right
112,backhand_smash,8918,8927,8942,side,right
113,serev,9029,9040,9055,side,right
114,backhand_smash,9072,9082,9096,side,right
115,serev,9164,9210,9224,side,right
116,backhand_smash,9237,9243,9251,side,right
117,forehand_smash,9265,9275,9285,side,right
118,forehand_chop,9367,9376,9389,side,right
119,forehand_chop,9401,9410,9428,side,right
