stroke_id,stroke_type,start_frame,contact_frame,end_frame,camera_angle,player_handedness
0,serev,25,59,65,side,right
1,forehand_chop,92,101,116,side,right
2,forehand_chop,134,146,156,side,right
3,forehand_chop,180,189,203,side,right
4,backhand_smash,224,234,250,side,right
5,forehand_chop,266,279,291,side,right
6,backhand_chop,315,322,328,side,right
7,backhand_chop,358,365,375,side,right
8,serev,438,448,457,side,right
9,forehand_chop,477,487,496,side,right
10,backhand_smash,518,531,541,side,right
11,forehand_chop,564,577,590,side,right
12,forehand_chop,624,634,643,side,right
13,serev,698,703,707,side,right
14,forehand_chop,733,744,753,side,right
15,forehand_chop,776,788,804,side,right
16,serev,847,858,864,side,right
17,forehand_smash,889,898,907,side,right
18,backhand_chop,949,962,975,side,right
19,backhand_smash,1025,1032,1042,side,right
20,backhand_chop,1070,1079,1091,side,right
21,forehand_chop,1111,1122,1133,side,right
22,forehand_chop,1158,1169,1186,side,right
23,forehand_chop,1205,1215,1225,side,right
24,backhand_chop,1249,1258,1273,side,right
25,serev,1432,1467,1473,side,right
26,serev,1545,1572,1581,side,right
27,forehand_smash,1603,1613,1621,side,right
28,backhand_smash,1719,1728,1740,side,right
29,backhand_smash,1761,1776,1786,side,right
30,backhand_chop,1808,1816,1827,side,right
31,forehand_chop,1857,1866,1877,side,right
32,forehand_chop,1930,1943,1951,side,right
33,backhand_smash,2019,2030,2041,side,right
34,forehand_smash,2063,2071,2078,side,right
35,backhand_chop,2090,2099,2110,side,right
36,serev,2155,2166,2173,side,right
37,backhand_smash,2199,2209,2221,side,right
38,forehand_chop,2245,2251,2264,side,right
39,forehand_chop,2289,2303,2315,side,right
40,serev,2388,2397,2407,side,right
41,backhand_smash,2429,2434,2445,side,right
42,backhand_chop,2462,2467,2477,side,right
43,backhand_chop,2589,2598,2606,side,right
44,backhand_chop,2632,2641,2655,side,right
45,forehand_chop,2718,2727,2739,side,right
46,forehand_chop,2761,2770,2783,side,right
47,forehand_chop,2803,2814,2827,side,right
48,serev,2901,2911,2919,side,right
49,backhand_chop,2987,2996,3010,side,right
50,serev,3041,3046,3057,side,right
51,backhand_smash,3075,3082,3093,side,right
52,serev,3212,3234,3254,side,right
53,backhand_chop,3360,3366,3376,side,right
54,forehand_smash,3482,3493,3501,side,right
55,forehand_smash,3527,3543,3553,side,right
56,forehand_smash,3623,3635,3647,side,right
57,serev,3787,3807,3818,side,right
58,forehand_chop,3837,3845,3861,side,right
59,backhand_chop,3923,3930,3944,side,right
60,backhand_chop,4006,4013,4028,side,right
61,forehand_smash,4103,4117,4127,side,right
62,backhand_smash,4155,4160,4180,side,right
63,backhand_smash,4195,4201,4216,side,right
64,serev,4263,4281,4293,side,right
65,forehand_smash,4445,4458,4469,side,right
66,backhand_smash,4523,4530,4540,side,right
67,backhand_smash,4628,4634,4644,side,right
68,backhand_smash,4671,4678,4690,side,right
69,backhand_smash,4723,4729,4741,side,right
70,forehand_smash,4760,4772,4784,side,right
71,forehand_chop,4806,4814,4829,side,right
72,serev,4885,4908,4919,side,right
73,forehand_smash,4941,4951,4962,side,right
74,serev,5056,5081,5094,side,right
75,forehand_smash,5162,5173,5182,side,right
76,backhand_smash,5212,5221,5234,side,right
77,backhand_smash,5368,5375,5385,side,right
78,backhand_chop,5442,5452,5460,side,right
79,serev,5661,5683,5697,side,right
80,backhand_smash,5712,5720,5733,side,right
81,forehand_smash,5764,5773,5780,side,right
82,backhand_smash,5812,5820,5832,side,right
83,forehand_smash,5867,5876,5885,side,right
84,backhand_smash,6048,6055,6064,side,right
85,forehand_smash,6094,6102,6115,side,right
86,forehand_smash,6137,6145,6153,side,right
87,backhand_smash,6195,6204,6212,side,right
88,forehand_smash,6383,6393,6404,side,right
89,backhand_smash,6427,6436,6451,side,right
90,serev,6485,6490,6505,side,right
91,serev,6576,6583,6594,side,right
92,forehand_smash,6621,6634,6647,side,right
93,backhand_smash,6904,6911,6921,side,right
