stroke_id,stroke_type,start_frame,contact_frame,end_frame,camera_angle,player_handedness
0,serev,34,61,78,side,right
1,backhand_smash,119,127,139,side,right
2,serev,179,192,208,side,right
3,backhand_smash,221,231,244,side,right
4,serev,302,324,336,side,right
5,serev,428,434,445,side,right
6,backhand_smash,512,525,540,side,right
7,serev,590,595,615,side,right
8,forehand_smash,625,640,652,side,right
9,forehand_smash,656,665,673,side,right
10,serev,729,732,743,side,right
11,forehand_smash,764,780,795,side,right
12,serev,871,899,913,side,right
13,forehand_smash,928,941,957,side,right
14,forehand_smash,968,980,995,side,right
15,forehand_smash,1001,1013,1024,side,right
16,serev,1145,1155,1167,side,right
17,backhand_smash,1261,1269,1280,side,right
18,serev,1323,1350,1361,side,right
19,forehand_chop,1371,1381,1394,side,right
20,forehand_smash,1463,1480,1491,side,right
21,backhand_smash,1583,1595,1612,side,right
22,serev,1647,1654,1668,side,right
23,forehand_smash,1680,1698,1707,side,right
24,backhand_chop,1725,1736,1749,side,right
25,backhand_smash,1757,1766,1777,side,right
26,backhand_chop,1825,1835,1849,side,right
27,backhand_smash,1852,1857,1869,side,right
28,backhand_smash,1906,1916,1926,side,right
29,serev,1967,1977,1987,side,right
30,backhand_smash,2066,2078,2087,side,right
31,backhand_smash,2140,2147,2157,side,right
32,backhand_smash,2203,2213,2223,side,right
33,serev,2376,2379,2391,side,right
34,forehand_smash,2403,2417,2428,side,right
35,backhand_smash,2508,2519,2528,side,right
36,backhand_smash,2541,2548,2559,side,right
37,backhand_smash,2592,2601,2610,side,right
38,serev,2787,2793,2809,side,right
39,forehand_smash,2817,2832,2842,side,right
40,forehand_chop,2852,2857,2863,side,right
41,backhand_smash,2910,2920,2931,side,right
42,backhand_smash,2974,2984,2993,side,right
43,forehand_smash,3046,3060,3067,side,right
44,serev,3145,3170,3182,side,right
45,serev,3244,3252,3267,side,right
46,backhand_smash,3344,3355,3367,side,right
47,forehand_smash,3381,3389,3400,side,right
48,serev,3452,3462,3477,side,right
49,forehand_smash,3491,3507,3517,side,right
50,forehand_smash,3565,3579,3586,side,right
51,backhand_smash,3638,3650,3659,side,right
52,backhand_smash,3742,3753,3764,side,right
53,forehand_smash,3771,3783,3789,side,right
54,serev,3817,3829,3844,side,right
55,forehand_smash,3855,3867,3875,side,right
56,forehand_smash,3883,3893,3904,side,right
57,forehand_smash,3983,3998,4009,side,right
58,forehand_smash,4110,4125,4134,side,right
59,forehand_smash,4180,4192,4201,side,right
60,forehand_smash,4206,4220,4231,side,right
61,backhand_smash,4242,4247,4261,side,right
62,backhand_smash,4268,4276,4287,side,right
63,forehand_smash,4362,4371,4381,side,right
64,backhand_smash,4479,4489,4498,side,right
65,serev,4545,4564,4573,side,right
66,backhand_smash,4616,4624,4635,side,right
67,backhand_smash,4706,4714,4726,side,right
68,forehand_smash,4882,4891,4899,side,right
69,serev,4937,4961,4975,side,right
70,forehand_smash,4982,4990,5003,side,right
71,backhand_smash,5056,5067,5079,side,right
72,serev,5136,5160,5170,side,right
73,forehand_smash,5189,5203,5212,side,right
74,forehand_chop,5250,5261,5276,side,right
75,forehand_smash,5292,5307,5316,side,right
76,forehand_smash,5324,5332,5340,side,right
77,backhand_chop,5420,5432,5445,side,right
78,backhand_smash,5617,5626,5632,side,right
79,serev,5674,5679,5692,side,right
80,backhand_smash,5709,5718,5729,side,right
81,forehand_smash,5738,5753,5764,side,right
82,backhand_smash,5821,5826,5835,side,right
83,backhand_smash,5853,5862,5873,side,right
84,forehand_smash,5891,5900,5908,side,right
85,forehand_smash,5919,5927,5934,side,right
86,forehand_smash,6043,6058,6066,side,right
87,serev,6117,6130,6145,side,right
88,backhand_smash,6160,6168,6181,side,right
89,serev,6256,6291,6304,side,right
90,backhand_smash,6349,6363,6377,side,right
91,backhand_smash,6386,6395,6407,side,right
92,backhand_smash,6414,6419,6431,side,right
93,backhand_chop,6437,6444,6452,side,right
94,forehand_smash,6560,6570,6583,side,right
95,forehand_smash,6623,6636,6646,side,right
96,backhand_smash,6699,6710,6722,side,right
97,serev,6805,6823,6835,side,right
98,backhand_smash,6852,6860,6873,side,right
99,backhand_smash,6886,6894,6906,side,right
100,backhand_smash,6915,6923,6934,side,right
101,backhand_smash,6948,6957,6969,side,right
102,backhand_smash,6989,6999,7008,side,right
103,backhand_smash,7197,7208,7220,side,right
104,forehand_smash,7329,7344,7352,side,right
